Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Group,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[ug],Biomass_[mg_WetWeight_m-3],Resp ulO2/m3/day,Excret ugN/m3/day,Biomass mgWW/m2,Resp ulO2/m2/day,Excret ugN/m2/day
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,196771,WMCAL,Calanus pacificus,C5,2,0.125,236,0.06779661,1750.4,1.8,355.44,2.41E-02,1.39E-01,1.23E-02,2.41E+00,1.39E+01,1.23E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,104470,LGCAL,Neocalanus cristatus,C3,2,0.125,236,0.06779661,2775.9,0.9,1255.02,8.51E-02,3.64E-01,3.35E-02,8.51E+00,3.64E+01,3.35E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,104470,LGCAL,Neocalanus cristatus,C4,3,0.125,236,0.101694915,4077.7,1,3850.67,3.92E-01,1.29E+00,1.23E-01,3.92E+01,1.29E+02,1.23E+01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,104470,LGCAL,Neocalanus cristatus,C5,8,0.125,236,0.271186441,6280,2,13570.33,3.68E+00,9.02E+00,8.91E-01,3.68E+02,9.02E+02,8.91E+01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,353708,LGCAL,Neocalanus flemingeri,C6 AF,11,0.125,236,0.372881356,3716.7,6,3583.29,1.34E+00,4.46E+00,4.23E-01,1.34E+02,4.46E+02,4.23E+01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,196772,LGCAL,Neocalanus plumchrus,C5,22,0.125,236,0.745762712,3685.4,4.7,2933.11,2.19E+00,7.66E+00,7.23E-01,2.19E+02,7.66E+02,7.23E+01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,196775,LGCAL,Eucalanus bungii,C3,1,0.03125,236,0.13559322,2552.6,0,388.86,5.27E-02,2.97E-01,2.63E-02,5.27E+00,2.97E+01,2.63E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,196775,LGCAL,Eucalanus bungii,C4,42,0.03125,236,5.694915254,3453.5,5.8,1008.05,5.74E+00,2.58E+01,2.36E+00,5.74E+02,2.58E+03,2.36E+02
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,196775,LGCAL,Eucalanus bungii,C5,10,0.03125,236,1.355932203,4499.9,5.9,2295.31,3.11E+00,1.15E+01,1.08E+00,3.11E+02,1.15E+03,1.08E+02
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,196775,LGCAL,Eucalanus bungii,C6 AF,4,0.125,236,0.13559322,5907,6.4,5353.53,7.26E-01,2.21E+00,2.12E-01,7.26E+01,2.21E+02,2.12E+01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,196779,LGCAL,Paraeuchaeta elongata,C6 AF,8,1,236,0.033898305,4533.4,3.9,8081.35,2.74E-01,7.57E-01,7.36E-02,2.74E+01,7.57E+01,7.36E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,196779,LGCAL,Paraeuchaeta elongata,C6 AM,2,1,236,0.008474576,4148.6,3.4,6045,5.12E-02,1.52E-01,1.46E-02,5.12E+00,1.52E+01,1.46E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,196779,LGCAL,Paraeuchaeta elongata,C3,4,0.125,236,0.13559322,1935.9,5.4,513.38,6.96E-02,3.67E-01,3.28E-02,6.96E+00,3.67E+01,3.28E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,196779,LGCAL,Paraeuchaeta elongata,C4,6,0.125,236,0.203389831,2515.6,3.2,1194.82,2.43E-01,1.05E+00,9.65E-02,2.43E+01,1.05E+02,9.65E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,196779,LGCAL,Paraeuchaeta elongata,C5,5,0.125,236,0.169491525,3672.9,3.1,4075.43,6.91E-01,2.24E+00,2.14E-01,6.91E+01,2.24E+02,2.14E+01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,196783,MDCAL,Metridia okhotensis,C5,9,0.125,236,0.305084746,1810.7,7.8,623.17,1.90E-01,9.54E-01,8.59E-02,1.90E+01,9.54E+01,8.59E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,196784,MDCAL,Metridia pacifica,C5,10,0.03125,236,1.355932203,1384.7,10.7,247.41,3.35E-01,2.08E+00,1.82E-01,3.35E+01,2.08E+02,1.82E+01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,196784,MDCAL,Metridia pacifica,C6 AF,10,0.03125,236,1.355932203,1892.3,5.8,632.31,8.57E-01,4.30E+00,3.87E-01,8.57E+01,4.30E+02,3.87E+01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,196784,MDCAL,Metridia pacifica,C6 AM,17,0.03125,236,2.305084746,1261.2,3.5,180.37,4.16E-01,2.80E+00,2.43E-01,4.16E+01,2.80E+02,2.43E+01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,196782,MDCAL,Heterorhabdus tanneri,C6 AF,1,0.125,236,0.033898305,2303.3,0,1078.91,3.66E-02,1.62E-01,1.48E-02,3.66E+00,1.62E+01,1.48E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,157737,NONCAL,Oithona spinirostris,C6 AF,1,0.125,236,0.033898305,746.1,0,58.61,1.99E-03,1.74E-02,1.46E-03,1.99E-01,1.74E+00,1.46E-01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,104784,SMCAL,Racovitzanus antarcticus,C6 AF,3,0.125,236,0.101694915,1690.8,6.6,333.11,3.39E-02,1.97E-01,1.74E-02,3.39E+00,1.97E+01,1.74E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,349800,MDCAL,Candacia columbiae,C6 AF,2,0.125,236,0.06779661,2990.9,8.1,2643.02,1.79E-01,6.43E-01,6.04E-02,1.79E+01,6.43E+01,6.04E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,349800,MDCAL,Candacia columbiae,C6 AM,1,0.125,236,0.033898305,2722.6,0,1980.98,6.72E-02,2.58E-01,2.41E-02,6.72E+00,2.58E+01,2.41E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,354841,MDCAL,Pleuromamma scutullata,C5,1,0.125,236,0.033898305,1758.1,0,531.74,1.80E-02,9.43E-02,8.45E-03,1.80E+00,9.43E+00,8.45E-01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,105440,CHAET,Parasagitta elegans, ,61,0.5,236,0.516949153,23244.5,12.6,22171.48,1.15E+01,9.29E+00,1.43E+00,1.15E+03,9.29E+02,1.43E+02
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,105416,CHAET,Eukrohnia hamata, ,74,0.5,236,0.627118644,15151.6,14.7,6049.43,3.79E+00,4.12E+00,6.10E-01,3.79E+02,4.12E+02,6.10E+01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,139178,PTER,Clione limacina, ,4,0.5,236,0.033898305,2628.7,18.6,2457.7,8.33E-02,3.35E-01,1.82E-02,8.33E+00,3.35E+01,1.82E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,139178,PTER,Clione limacina, ,2,1,236,0.008474576,5548.4,9.7,12420.55,1.05E-01,2.93E-01,1.67E-02,1.05E+01,2.93E+01,1.67E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,103367,LARV,Oikopleura, ,1,0.5,236,0.008474576,906.6,0,150.63,1.28E-03,1.64E-02,1.40E-03,1.28E-01,1.64E+00,1.40E-01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,254453,AMPH,Themisto pacifica, ,2,0.125,236,0.06779661,2246,0,464.75,3.15E-02,2.87E-01,1.70E-02,3.15E+00,2.87E+01,1.70E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,254453,AMPH,Themisto pacifica, ,9,0.5,236,0.076271186,3237.5,20,1441,1.10E-01,7.48E-01,4.59E-02,1.10E+01,7.48E+01,4.59E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,156452,AMPH,Themisto libellula, ,1,1,236,0.004237288,14920.1,0,78116.7,3.31E-01,9.09E-01,6.27E-02,3.31E+01,9.09E+01,6.27E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,428630,AMPH,Cyphocaris challengeri, ,16,0.125,236,0.542372881,2792.9,40,820.63,4.45E-01,3.14E+00,1.91E-01,4.45E+01,3.14E+02,1.91E+01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,428630,AMPH,Cyphocaris challengeri, ,45,0.5,236,0.381355932,8526.1,19.8,15799.12,6.03E+00,2.34E+01,1.54E+00,6.03E+02,2.34E+03,1.54E+02
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,180759,AMPH,Primno macropa, ,16,0.5,236,0.13559322,4157.9,44.2,3761.48,5.10E-01,2.55E+00,1.62E-01,5.10E+01,2.55E+02,1.62E+01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,148431,MERO,Pisinae,Zoea,1,0.5,236,0.008474576,930.2,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,237873,EUPH,Thysanoessa longipes,Juvenile,4,1,236,0.016949153,11175.2,11,23390.04,3.96E-01,1.90E+00,9.53E-02,3.96E+01,1.90E+02,9.53E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,127482,OSTR,Halocyprididae, ,40,0.125,236,1.355932203,1608.5,11.6,295.03,4.00E-01,1.91E+00,6.46E-02,4.00E+01,1.91E+02,6.46E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,1082,MERO,Cirripedia,Nauplius,1,0.5,236,0.008474576,1475.3,0,412.76,3.50E-03,1.94E-02,1.73E-03,3.50E-01,1.94E+00,1.73E-01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,135418,SIPH,Dimophyes arctica,Anterior nectophore,5,0.5,236,0.042372881,3315.7,4.8,898.95,3.81E-02,3.47E-02,2.80E-03,3.81E+00,3.47E+00,2.80E-01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,514245,DECA,Pasiphaea pacifica, ,12,1,236,0.050847458,37782.7,43.1,629220.04,3.20E+01,6.19E+01,3.69E+00,3.20E+03,6.19E+03,3.69E+02
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,117562,CNID,Euphysa flammea, ,1,0.5,236,0.008474576,3036.6,0,4109.63,3.48E-02,2.23E-02,1.88E-03,3.48E+00,2.23E+00,1.88E-01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,117264,CNID,Aegina rosea, ,1,0.5,236,0.008474576,3977.8,0,2894.38,2.45E-02,1.70E-02,1.42E-03,2.45E+00,1.70E+00,1.42E-01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,1371,SIPH,Siphonophorae,Nectophore,7,0.5,236,0.059322034,1756.7,9.2,287.2,1.70E-02,2.03E-02,1.58E-03,1.70E+00,2.03E+00,1.58E-01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,1,200,100,135566,NONCAL,Caligus,C1-5,1,1,236,0.004237288,3442.1,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,104075,MDCAL,Aetideidae,C4,1,0.0625,321.7,0.049735779,1303.1,0,214.49,1.07E-02,7.41E-02,6.47E-03,4.27E-01,2.96E+00,2.59E-01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,104112,SMCAL,Aetideus,C4,1,0.0625,321.7,0.049735779,1165.3,0,150.76,7.50E-03,5.66E-02,4.89E-03,3.00E-01,2.26E+00,1.95E-01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,104112,SMCAL,Aetideus,C6 AF,4,0.0625,321.7,0.198943115,1476,3.2,318.5,6.34E-02,4.01E-01,3.54E-02,2.53E+00,1.60E+01,1.42E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,104117,MDCAL,Chiridius,C4,6,0.0625,321.7,0.298414672,1333.3,3.3,231.27,6.90E-02,4.71E-01,4.12E-02,2.76E+00,1.88E+01,1.65E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,104117,MDCAL,Chiridius,C5,24,0.0625,321.7,1.193658688,1683.8,2.8,482.54,5.76E-01,3.31E+00,2.96E-01,2.30E+01,1.32E+02,1.18E+01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,104117,MDCAL,Chiridius,C6 AF,10,0.0625,321.7,0.497357787,2096.3,7.5,975.97,4.85E-01,2.36E+00,2.15E-01,1.94E+01,9.43E+01,8.61E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,346494,MDCAL,Gaetanus simplex,C5,2,0.0625,321.7,0.099471557,2082.8,0.6,798.91,7.95E-02,4.06E-01,3.69E-02,3.18E+00,1.62E+01,1.47E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,196770,LGCAL,Calanus marshallae,C4,12,0.0625,321.7,0.596829344,1894.3,6.4,452.92,2.70E-01,1.57E+00,1.40E-01,1.08E+01,6.29E+01,5.61E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,196770,LGCAL,Calanus marshallae,C5,14,0.0625,321.7,0.696300901,2360.3,6.5,903.83,6.29E-01,3.11E+00,2.84E-01,2.52E+01,1.24E+02,1.13E+01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,196770,LGCAL,Calanus marshallae,C6 AF,2,0.0625,321.7,0.099471557,2579.7,19.9,1256.82,1.25E-01,5.65E-01,5.21E-02,5.00E+00,2.26E+01,2.08E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,196770,LGCAL,Calanus marshallae,C6 AM,1,0.0625,321.7,0.049735779,2935.4,0,1767.83,8.79E-02,3.73E-01,3.47E-02,3.52E+00,1.49E+01,1.39E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,104470,LGCAL,Neocalanus cristatus,C4,7,0.5,321.7,0.043518806,4074.6,2.7,3848.25,1.67E-01,5.92E-01,5.63E-02,6.70E+00,2.37E+01,2.25E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,196772,LGCAL,Neocalanus plumchrus,C5,2,1,321.7,0.006216972,3854.4,0.3,3335.93,2.07E-02,7.58E-02,7.19E-03,8.30E-01,3.03E+00,2.87E-01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,196774,SMCAL,Centropages abdominalis,C6 AF,2,0.0625,321.7,0.099471557,1227.4,5.9,208.58,2.07E-02,1.45E-01,1.26E-02,8.30E-01,5.79E+00,5.05E-01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,104165,SMCAL,Pseudocalanus,C4,1,0.0625,321.7,0.049735779,660.7,0,16.96,8.44E-04,1.06E-02,8.59E-04,3.37E-02,4.25E-01,3.43E-02
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,104165,SMCAL,Pseudocalanus,C6 AF,2,0.0625,321.7,0.099471557,872.3,6.8,41.1,4.09E-03,4.17E-02,3.47E-03,1.64E-01,1.67E+00,1.39E-01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,196775,LGCAL,Eucalanus bungii,C3,1,0.0625,321.7,0.049735779,2484.1,0,357.27,1.78E-02,1.10E-01,9.71E-03,7.11E-01,4.38E+00,3.88E-01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,196775,LGCAL,Eucalanus bungii,C4,23,0.0625,321.7,1.14392291,3384.5,4.9,942.8,1.08E+00,5.29E+00,4.83E-01,4.31E+01,2.12E+02,1.93E+01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,196775,LGCAL,Eucalanus bungii,C5,7,0.0625,321.7,0.348150451,4442.6,6.2,2207.89,7.69E-01,3.09E+00,2.89E-01,3.07E+01,1.23E+02,1.16E+01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,196775,LGCAL,Eucalanus bungii,C6 AF,2,0.5,321.7,0.012433945,5850.4,8.9,5210.33,6.48E-02,2.13E-01,2.04E-02,2.59E+00,8.51E+00,8.17E-01
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,196779,LGCAL,Paraeuchaeta elongata,C5,9,0.5,321.7,0.055952751,3748.2,4.1,4364.7,2.44E-01,8.37E-01,8.00E-02,9.77E+00,3.35E+01,3.20E+00
TGX201809,Multinet,0.5,Oblique,505,2018-09-11T23:52:28-0800,2018-09-12T00:35:54-0800,-149.4488,59.8129,293,GAK01,2,100,60,196779,LGCAL,Paraeuchaeta elongata,C6 AF,1,0.5,321.7,0.006216972,4727.2,0,9212.15,5.73E-02,1.65E-01,1.61E-02,2.29E+00,6.60E+00,6.45E-01
