Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Group,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[ug],Biomass_[mg_WetWeight_m-3],Resp ulO2/m3/day,Excret ugN/m3/day,Biomass mgWW/m2,Resp ulO2/m2/day,Excret ugN/m2/day
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,196784,MDCAL,Metridia pacifica,C5,22,0.00390625,191,29.48691099,1425.3,4.9,263.65,7.77E+00,3.75E+01,3.33E+00,7.77E+02,3.75E+03,3.33E+02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,196784,MDCAL,Metridia pacifica,C6 AF,26,0.00390625,191,34.84816754,2049.4,5.7,808.17,2.82E+01,1.05E+02,9.60E+00,2.82E+03,1.05E+04,9.60E+02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,196784,MDCAL,Metridia pacifica,C6 AM,4,0.00390625,191,5.361256545,1287.7,14.6,201.36,1.08E+00,5.49E+00,4.84E-01,1.08E+02,5.49E+02,4.84E+01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,104228,SMCAL,Scaphocalanus,C6 AF,1,0.0625,191,0.083769634,1747.5,0,868.82,7.28E-02,2.66E-01,2.45E-02,7.28E+00,2.66E+01,2.45E+00
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,349800,MDCAL,Candacia columbiae,C6 AF,1,0.25,191,0.020942408,3114,0,2951,6.18E-02,1.70E-01,1.62E-02,6.18E+00,1.70E+01,1.62E+00
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,349800,MDCAL,Candacia columbiae,C6 AM,1,0.25,191,0.020942408,2951.9,0,2518.01,5.27E-02,1.50E-01,1.43E-02,5.27E+00,1.50E+01,1.43E+00
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,105440,CHAET,Parasagitta elegans,Mat. Stg. II,30,0.25,191,0.628272251,12126.5,11.5,2880.05,1.81E+00,1.86E+00,2.72E-01,1.81E+02,1.86E+02,2.72E+01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,105440,CHAET,Parasagitta elegans,Mat. Stg. III,29,0.25,191,0.607329843,15891.1,10.6,6668.25,4.05E+00,3.42E+00,5.13E-01,4.05E+02,3.42E+02,5.13E+01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,105440,CHAET,Parasagitta elegans,Mat. Stg. IV,1,0.25,191,0.020942408,25840.4,0,29321.19,6.14E-01,3.71E-01,5.81E-02,6.14E+01,3.71E+01,5.81E+00
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,105416,CHAET,Eukrohnia hamata, ,1,0.25,191,0.020942408,11507.1,0,1989.39,4.17E-02,4.72E-02,6.82E-03,4.17E+00,4.72E+00,6.82E-01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,105416,CHAET,Eukrohnia hamata,Mat. Stg. II,15,0.25,191,0.314136126,10612,19.5,1715.72,5.39E-01,6.12E-01,8.84E-02,5.39E+01,6.12E+01,8.84E+00
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,105416,CHAET,Eukrohnia hamata,Mat. Stg. III,3,0.25,191,0.062827225,14911.9,5.2,5195.46,3.26E-01,2.95E-01,4.38E-02,3.26E+01,2.95E+01,4.38E+00
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,139178,PTER,Clione limacina, ,10,0.25,191,0.209424084,2981.6,48.8,4064.12,8.51E-01,2.22E+00,1.25E-01,8.51E+01,2.22E+02,1.25E+01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,140223,PTER,Limacina helicina, ,61,0.03125,191,10.21989529,1090.4,33.6,421.72,4.31E+00,1.95E+01,1.02E+00,4.31E+02,1.95E+03,1.02E+02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,140223,PTER,Limacina helicina, ,4,0.25,191,0.083769634,2845.8,20.8,5565.76,4.66E-01,1.20E+00,6.80E-02,4.66E+01,1.20E+02,6.80E+00
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,103413,LARV,Oikopleura labradoriensis, ,13,0.03125,191,2.178010471,1259.6,46.8,481.99,1.05E+00,7.38E+00,6.66E-01,1.05E+02,7.38E+02,6.66E+01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,254453,AMPH,Themisto pacifica, ,8,0.25,191,0.167539267,3884.2,25.6,2526.83,4.23E-01,1.97E+00,1.24E-01,4.23E+01,1.97E+02,1.24E+01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,428630,AMPH,Cyphocaris challengeri, ,28,0.25,191,0.586387435,3958.9,53.4,2801.85,1.64E+00,6.67E+00,4.27E-01,1.64E+02,6.67E+02,4.27E+01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,180759,AMPH,Primno macropa, ,1,0.25,191,0.020942408,5537.8,0,5575.04,1.17E-01,4.67E-01,3.01E-02,1.17E+01,4.67E+01,3.01E+00
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,106789,DECA,Pandalidae,Zoea,10,0.25,191,0.209424084,3298,32.7,822.4,1.72E-01,1.25E+00,6.18E-02,1.72E+01,1.25E+02,6.18E+00
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,106738,MERO,Paguridae,Zoea,2,0.25,191,0.041884817,1453.9,52.1,1562.9,6.55E-02,4.10E-01,2.06E-02,6.55E+00,4.10E+01,2.06E+00
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,1128,EUPH,Euphausiacea,Calyptopis,25,0.0625,191,2.094240838,979.5,12.3,20.45,4.28E-02,8.37E-01,3.44E-02,4.28E+00,8.37E+01,3.44E+00
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,1128,EUPH,Euphausiacea,Furcilia,25,0.0625,191,2.094240838,1546,26.8,60.87,1.27E-01,1.89E+00,8.04E-02,1.27E+01,1.89E+02,8.04E+00
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,237870,EUPH,Tessarabrachion oculatum,Juvenile,1,1,191,0.005235602,11547.3,0,22831.18,1.20E-01,4.55E-01,2.31E-02,1.20E+01,4.55E+01,2.31E+00
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,237874,EUPH,Thysanoessa spinifera,Juvenile,1,1,191,0.005235602,12549.8,0,34810.26,1.82E-01,6.28E-01,3.23E-02,1.82E+01,6.28E+01,3.23E+00
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,110708,EUPH,Thysanoessa inermis,Juvenile,1,1,191,0.005235602,12057.8,0,28420.14,1.49E-01,5.38E-01,2.75E-02,1.49E+01,5.38E+01,2.75E+00
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,127482,OSTR,Halocyprididae, ,2,0.125,191,0.083769634,1626.5,0.1,295.82,2.48E-02,9.33E-02,3.20E-03,2.48E+00,9.33E+00,3.20E-01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,127482,OSTR,Halocyprididae, ,1,0.25,191,0.020942408,2187.5,0,626.71,1.31E-02,4.14E-02,1.45E-03,1.31E+00,4.14E+00,1.45E-01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,883,MERO,Polychaeta,Larvae,1,0.25,191,0.020942408,845.8,0,22.57,4.73E-04,4.28E-03,2.38E-04,4.73E-02,4.28E-01,2.38E-02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,131568,POLY,Tomopteris septentrionalis, ,3,1,191,0.015706806,12630.8,11.8,14647.66,2.30E-01,4.55E-01,3.07E-02,2.30E+01,4.55E+01,3.07E+00
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,1082,MERO,Cirripedia,Nauplius,9,0.125,191,0.376963351,749,23.3,34.39,1.30E-02,9.66E-02,8.10E-03,1.30E+00,9.66E+00,8.10E-01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,1082,MERO,Cirripedia,Cyprid,1,0.125,191,0.041884817,1111.4,0,188.74,7.91E-03,4.14E-02,3.63E-03,7.91E-01,4.14E+00,3.63E-01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,101,MERO,Gastropoda,Echinospira,1,0.25,191,0.020942408,791.5,0,131.12,2.75E-03,1.74E-02,8.76E-04,2.75E-01,1.74E+00,8.76E-02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,135418,SIPH,Dimophyes arctica,Anterior nectophore,1,0.25,191,0.020942408,6526.3,0,10471.04,2.19E-01,8.85E-02,7.75E-03,2.19E+01,8.85E+00,7.75E-01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,135418,SIPH,Dimophyes arctica,Posterior nectophore,1,0.25,191,0.020942408,3465.3,0,1046.36,2.19E-02,1.52E-02,1.24E-03,2.19E+00,1.52E+00,1.24E-01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,10194,FISH,Actinopterygii,Egg,7,0.25,191,0.146596859,1237,25.2,1240.97,1.82E-01,3.25E-01,1.99E-01,1.82E+01,3.25E+01,1.99E+01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,514245,DECA,Pasiphaea pacifica,Juvenile,6,1,191,0.031413613,18159.2,15.2,51173.65,1.61E+00,4.67E+00,2.59E-01,1.61E+02,4.67E+02,2.59E+01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,117849,CNID,Aglantha digitale, ,6,0.5,191,0.062827225,11903.4,36,28303.26,1.78E+00,5.42E-01,4.92E-02,1.78E+02,5.42E+01,4.92E+00
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,1599,CNID,Corynidae, ,1,0.25,191,0.020942408,1260.4,0,186.65,3.91E-03,4.05E-03,3.14E-04,3.91E-01,4.05E-01,3.14E-02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,103413,LARV,Oikopleura labradoriensis,Tail,21,0.03125,191,3.518324607,1956.1,19.7,1125.19,3.96E+00,2.44E+01,2.24E+00,3.96E+02,2.44E+03,2.24E+02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,353708,LGCAL,Neocalanus flemingeri,C5,6,0.0625,191,0.502617801,3509.2,5.7,3246.89,1.63E+00,4.38E+00,4.19E-01,1.63E+02,4.38E+02,4.19E+01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-04T05:44:08-0800,2018-05-04T06:21:30-0800,-149.4880,59.8542,272,GAK01,1,200,100,123084,MERO,Ophiuroidea,Post-pluteus,2,0.25,191,0.041884817,947.7,2.9,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T23:19:19-0800,2018-05-04T00:03:42-0800,-149.0506,59.4114,202,GAK04,2,100,60,254648,SMCAL,Aetideus pacificus,C6 AF,1,0.0625,184,0.086956522,1462.2,0,308.45,2.68E-02,1.35E-01,1.20E-02,1.07E+00,5.40E+00,4.82E-01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T23:19:19-0800,2018-05-04T00:03:42-0800,-149.0506,59.4114,202,GAK04,2,100,60,196770,LGCAL,Calanus marshallae,C3,14,0.015625,184,4.869565217,1614.9,5.2,273.4,1.33E+00,6.88E+00,6.12E-01,5.33E+01,2.75E+02,2.45E+01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T23:19:19-0800,2018-05-04T00:03:42-0800,-149.0506,59.4114,202,GAK04,2,100,60,196770,LGCAL,Calanus marshallae,C4,36,0.015625,184,12.52173913,2047.4,4.5,574.66,7.20E+00,3.13E+01,2.84E+00,2.88E+02,1.25E+03,1.14E+02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T23:19:19-0800,2018-05-04T00:03:42-0800,-149.0506,59.4114,202,GAK04,2,100,60,196770,LGCAL,Calanus marshallae,C5,24,0.015625,184,8.347826087,2613.6,5.1,1238.16,1.03E+01,3.75E+01,3.49E+00,4.13E+02,1.50E+03,1.40E+02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T23:19:19-0800,2018-05-04T00:03:42-0800,-149.0506,59.4114,202,GAK04,2,100,60,196770,LGCAL,Calanus marshallae,C6 AF,12,0.0625,184,1.043478261,3061.9,3.6,2025.92,2.11E+00,6.84E+00,6.46E-01,8.46E+01,2.74E+02,2.59E+01
