Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Group,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[ug],Biomass_[mg_WetWeight_m-3],Resp ulO2/m3/day,Excret ugN/m3/day,Biomass mgWW/m2,Resp ulO2/m2/day,Excret ugN/m2/day
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196772,LGCAL,Neocalanus plumchrus,C5,41,0.0625,108,6.074074074,3720.2,5.3,3023.1,1.84E+01,5.13E+01,4.89E+00,1.84E+03,5.13E+03,4.89E+02
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196774,SMCAL,Centropages abdominalis,C6 AF,2,0.125,108,0.148148148,1392.1,4.8,308.6,4.57E-02,2.18E-01,1.94E-02,4.57E+00,2.18E+01,1.94E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196774,SMCAL,Centropages abdominalis,C6 AM,1,0.125,108,0.074074074,1113,0,152.69,1.13E-02,6.37E-02,5.55E-03,1.13E+00,6.37E+00,5.55E-01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196775,LGCAL,Eucalanus bungii,C2,3,0.25,108,0.111111111,2037.4,11.8,198.53,2.21E-02,1.16E-01,1.02E-02,2.21E+00,1.16E+01,1.02E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196775,LGCAL,Eucalanus bungii,C3,9,0.25,108,0.333333333,2657,4.1,442.75,1.48E-01,6.47E-01,5.82E-02,1.48E+01,6.47E+01,5.82E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196775,LGCAL,Eucalanus bungii,C4,10,0.25,108,0.37037037,3676.8,5.6,1222.97,4.53E-01,1.56E+00,1.45E-01,4.53E+01,1.56E+02,1.45E+01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196775,LGCAL,Eucalanus bungii,C5,7,0.25,108,0.259259259,5301.5,5.3,3814.53,9.89E-01,2.62E+00,2.51E-01,9.89E+01,2.62E+02,2.51E+01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196775,LGCAL,Eucalanus bungii,C6 AF,32,0.25,108,1.185185185,6110.5,6.3,5965.18,7.07E+00,1.68E+01,1.64E+00,7.07E+02,1.68E+03,1.64E+02
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196779,LGCAL,Paraeuchaeta elongata,C6 AF,2,1,108,0.018518519,4498,0.6,7841.41,1.45E-01,3.25E-01,3.19E-02,1.45E+01,3.25E+01,3.19E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196779,LGCAL,Paraeuchaeta elongata,C4,3,0.25,108,0.111111111,2547.3,7.3,1256.77,1.40E-01,4.78E-01,4.44E-02,1.40E+01,4.78E+01,4.44E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196779,LGCAL,Paraeuchaeta elongata,C5,2,0.25,108,0.074074074,3433.8,2.8,3271.71,2.42E-01,6.66E-01,6.36E-02,2.42E+01,6.66E+01,6.36E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196779,LGCAL,Paraeuchaeta elongata,C6 AM,1,0.25,108,0.037037037,3822.7,0,4626.51,1.71E-01,4.34E-01,4.19E-02,1.71E+01,4.34E+01,4.19E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196783,MDCAL,Metridia okhotensis,C4,17,0.0625,108,2.518518519,1347.5,7.5,247.68,6.24E-01,3.12E+00,2.76E-01,6.24E+01,3.12E+02,2.76E+01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196783,MDCAL,Metridia okhotensis,C5,27,0.0625,108,4,1863.5,8.7,685.78,2.74E+00,1.08E+01,9.85E-01,2.74E+02,1.08E+03,9.85E+01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196783,MDCAL,Metridia okhotensis,C3,2,0.25,108,0.074074074,897.1,23.9,74.9,5.55E-03,3.61E-02,3.08E-03,5.55E-01,3.61E+00,3.08E-01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196784,MDCAL,Metridia pacifica,C5,31,0.0078125,108,36.74074074,1347.1,10.2,227.22,8.35E+00,4.25E+01,3.75E+00,8.35E+02,4.25E+03,3.75E+02
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196784,MDCAL,Metridia pacifica,C6 AF,32,0.0078125,108,37.92592593,2036.4,8.4,800.45,3.04E+01,1.15E+02,1.06E+01,3.04E+03,1.15E+04,1.06E+03
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196784,MDCAL,Metridia pacifica,C6 AM,11,0.0078125,108,13.03703704,1270.5,10,188.94,2.46E+00,1.31E+01,1.15E+00,2.46E+02,1.31E+03,1.15E+02
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,196782,MDCAL,Heterorhabdus tanneri,C5,2,0.25,108,0.074074074,1665.8,4.8,393.59,2.92E-02,1.31E-01,1.18E-02,2.92E+00,1.31E+01,1.18E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,104784,SMCAL,Racovitzanus antarcticus,C5,1,0.25,108,0.037037037,1499.6,0,225.79,8.36E-03,4.30E-02,3.79E-03,8.36E-01,4.30E+00,3.79E-01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,104784,SMCAL,Racovitzanus antarcticus,C6 AF,2,0.25,108,0.074074074,1671.4,4.9,319.32,2.37E-02,1.12E-01,9.98E-03,2.37E+00,1.12E+01,9.98E-01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,349800,MDCAL,Candacia columbiae,C3,1,0.25,108,0.037037037,1026.9,0,109.72,4.06E-03,2.47E-02,2.13E-03,4.06E-01,2.47E+00,2.13E-01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,349800,MDCAL,Candacia columbiae,C4,1,0.25,108,0.037037037,1478.8,0,323.81,1.20E-02,5.66E-02,5.05E-03,1.20E+00,5.66E+00,5.05E-01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,349800,MDCAL,Candacia columbiae,C5,2,0.25,108,0.074074074,2204.2,2.2,1059.16,7.85E-02,2.81E-01,2.59E-02,7.85E+00,2.81E+01,2.59E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,349800,MDCAL,Candacia columbiae,C6 AF,2,0.25,108,0.074074074,3063,9.2,2844.66,2.11E-01,5.96E-01,5.68E-02,2.11E+01,5.96E+01,5.68E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,349800,MDCAL,Candacia columbiae,C6 AM,4,0.25,108,0.148148148,2725.7,3.6,1993.1,2.95E-01,9.11E-01,8.58E-02,2.95E+01,9.11E+01,8.58E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,354841,MDCAL,Pleuromamma scutullata,C6 AF,1,0.25,108,0.037037037,2546.5,0,1510.47,5.59E-02,1.84E-01,1.72E-02,5.59E+00,1.84E+01,1.72E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,105440,CHAET,Parasagitta elegans, ,1,0.25,108,0.037037037,134082.3,0,4995314.5,1.85E+02,3.44E+01,6.27E+00,1.85E+04,3.44E+03,6.27E+02
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,105440,CHAET,Parasagitta elegans,Mat. Stg. II,5,0.25,108,0.185185185,12857.5,6.9,3362.19,6.23E-01,6.37E-01,9.34E-02,6.23E+01,6.37E+01,9.34E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,105440,CHAET,Parasagitta elegans,Mat. Stg. III,11,0.25,108,0.407407407,15994.3,6.8,6653.06,2.71E+00,2.36E+00,3.54E-01,2.71E+02,2.36E+02,3.54E+01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,105440,CHAET,Parasagitta elegans,Mat. Stg. IV,2,0.25,108,0.074074074,19150.8,3.5,11535.52,8.54E-01,6.57E-01,9.99E-02,8.54E+01,6.57E+01,9.99E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,105440,CHAET,Parasagitta elegans,Mat. Stg. V,2,0.25,108,0.074074074,23167.5,1.1,20858.93,1.55E+00,1.03E+00,1.60E-01,1.55E+02,1.03E+02,1.60E+01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,105416,CHAET,Eukrohnia hamata,Mat. Stg. II,40,0.125,108,2.962962963,10236,22.4,1587.37,4.70E+00,5.51E+00,7.94E-01,4.70E+02,5.51E+02,7.94E+01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,105416,CHAET,Eukrohnia hamata,Mat. Stg. III,13,0.125,108,0.962962963,16118.8,8.5,7083.57,6.82E+00,5.83E+00,8.75E-01,6.82E+02,5.83E+02,8.75E+01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,139178,PTER,Clione limacina, ,9,0.25,108,0.333333333,4402.1,69.6,11759.55,3.92E+00,7.76E+00,4.53E-01,3.92E+02,7.76E+02,4.53E+01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,139178,PTER,Clione limacina, ,2,1,108,0.018518519,11360.5,20.6,61651.75,1.14E+00,1.74E+00,1.05E-01,1.14E+02,1.74E+02,1.05E+01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,140223,PTER,Limacina helicina, ,57,0.0625,108,8.444444444,1564.9,36.4,1258.3,1.06E+01,3.75E+01,2.03E+00,1.06E+03,3.75E+03,2.03E+02
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,140223,PTER,Limacina helicina, ,11,1,108,0.101851852,3609.4,9.6,10402.62,1.06E+00,2.46E+00,1.41E-01,1.06E+02,2.46E+02,1.41E+01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,103413,LARV,Oikopleura labradoriensis, ,14,0.0625,108,2.074074074,1300.1,36.1,462.86,9.60E-01,7.17E+00,6.44E-01,9.60E+01,7.17E+02,6.44E+01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,101796,AMPH,Hyperia, ,1,1,108,0.009259259,2822.9,0,735.94,6.81E-03,4.48E-02,2.71E-03,6.81E-01,4.48E+00,2.71E-01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,254453,AMPH,Themisto pacifica, ,2,0.25,108,0.074074074,3463.9,1,1591.32,1.18E-01,6.47E-01,4.01E-02,1.18E+01,6.47E+01,4.01E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,428630,AMPH,Cyphocaris challengeri, ,16,0.25,108,0.592592593,4098,31,2102.2,1.25E+00,6.03E+00,3.79E-01,1.25E+02,6.03E+02,3.79E+01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,428630,AMPH,Cyphocaris challengeri, ,2,1,108,0.018518519,6661,1.8,6920.29,1.28E-01,4.99E-01,3.23E-02,1.28E+01,4.99E+01,3.23E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,106738,MERO,Paguridae,Zoea,1,1,108,0.009259259,2057.8,0,3002.55,2.78E-02,1.63E-01,8.31E-03,2.78E+00,1.63E+01,8.31E-01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,148428,MERO,Oregoniinae,Zoea,4,1,108,0.037037037,1066.8,30.9,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,1128,EUPH,Euphausiacea,Calyptopis,12,0.125,108,0.888888889,899.9,18.9,17.33,1.54E-02,3.18E-01,1.30E-02,1.54E+00,3.18E+01,1.30E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,1128,EUPH,Euphausiacea,Furcilia,18,0.125,108,1.333333333,1014.1,108,61,8.13E-02,8.89E-01,3.90E-02,8.13E+00,8.89E+01,3.90E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,127482,OSTR,Halocyprididae, ,8,0.125,108,0.592592593,1464.8,20.6,243.95,1.45E-01,5.70E-01,1.94E-02,1.45E+01,5.70E+01,1.94E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,127482,OSTR,Halocyprididae, ,2,1,108,0.018518519,2584.9,13,972.33,1.80E-02,5.23E-02,1.86E-03,1.80E+00,5.23E+00,1.86E-01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,883,MERO,Polychaeta,Larvae,1,1,108,0.009259259,7639.1,0,679.07,6.29E-03,2.63E-02,1.62E-03,6.29E-01,2.63E+00,1.62E-01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,131568,POLY,Tomopteris septentrionalis, ,2,1,108,0.018518519,13704.4,14.7,18246.99,3.38E-01,6.50E-01,4.41E-02,3.38E+01,6.50E+01,4.41E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,1082,MERO,Cirripedia,Cyprid,8,0.125,108,0.592592593,1535.3,4.7,463.04,2.74E-01,1.19E+00,1.07E-01,2.74E+01,1.19E+02,1.07E+01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,101,MERO,Gastropoda,Echinospira,7,1,108,0.064814815,1358.7,14.3,610.64,3.96E-02,1.78E-01,9.36E-03,3.96E+00,1.78E+01,9.36E-01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,135418,SIPH,Dimophyes arctica,Anterior nectophore,2,0.125,108,0.148148148,3119.1,15.7,755.89,1.12E-01,8.44E-02,6.84E-03,1.12E+01,8.44E+00,6.84E-01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,135418,SIPH,Dimophyes arctica,Posterior nectophore,2,0.125,108,0.148148148,4373.3,27.7,2891.71,4.28E-01,2.30E-01,1.95E-02,4.28E+01,2.30E+01,1.95E+00
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,135418,SIPH,Dimophyes arctica,Eudoxid bract,2,0.125,108,0.148148148,2974.6,47,921.44,1.37E-01,9.14E-02,7.51E-03,1.37E+01,9.14E+00,7.51E-01
SKQ202006,Multinet,0.5,Oblique,500,2020-05-10T03:59:00-0800,2020-05-10T04:33:00-0800,-149.4728,59.8527,270,GAK01,1,200,100,135418,SIPH,Dimophyes arctica,Eudoxid bract with gonophore,2,0.125,108,0.148148148,3634.1,30.1,1515.04,2.24E-01,1.39E-01,1.16E-02,2.24E+01,1.39E+01,1.16E+00
