Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Group,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[ug],Biomass_[mg_WetWeight_m-3],Resp ulO2/m3/day,Excret ugN/m3/day,Biomass mgWW/m2,Resp ulO2/m2/day,Excret ugN/m2/day
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,104470,LGCAL,Neocalanus cristatus,C4,20,0.25,147.6,0.54200542,4189.4,4.5,4187.85,2.27E+00,6.16E+00,5.92E-01,2.27E+02,6.16E+02,5.92E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,104470,LGCAL,Neocalanus cristatus,C5,5,0.25,147.6,0.135501355,6034.2,3.6,12102.23,1.64E+00,3.48E+00,3.45E-01,1.64E+02,3.48E+02,3.45E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,353708,LGCAL,Neocalanus flemingeri,C4,8,0.25,147.6,0.216802168,2446,2.7,929.75,2.02E-01,7.79E-01,7.16E-02,2.02E+01,7.79E+01,7.16E+00
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,353708,LGCAL,Neocalanus flemingeri,C5,40,0.25,147.6,1.08401084,2870.4,7.1,1574.81,1.71E+00,5.81E+00,5.42E-01,1.71E+02,5.81E+02,5.42E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,353708,LGCAL,Neocalanus flemingeri,C6 AF,2,0.25,147.6,0.054200542,3125.4,0.3,2033.65,1.10E-01,3.55E-01,3.34E-02,1.10E+01,3.55E+01,3.34E+00
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196772,LGCAL,Neocalanus plumchrus,C4,3,0.25,147.6,0.081300813,2785.1,4.5,1259.39,1.02E-01,3.68E-01,3.41E-02,1.02E+01,3.68E+01,3.41E+00
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196772,LGCAL,Neocalanus plumchrus,C5,13,0.25,147.6,0.352303523,3450.6,6.4,2419.07,8.52E-01,2.63E+00,2.48E-01,8.52E+01,2.63E+02,2.48E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196775,LGCAL,Eucalanus bungii,C5,2,0.25,147.6,0.054200542,4629.7,1.4,2482.86,1.35E-01,4.14E-01,3.91E-02,1.35E+01,4.14E+01,3.91E+00
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196775,LGCAL,Eucalanus bungii,C6 AF,4,0.25,147.6,0.108401084,5324.5,12.5,3983.66,4.32E-01,1.18E+00,1.13E-01,4.32E+01,1.18E+02,1.13E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196775,LGCAL,Eucalanus bungii,C6 AM,2,0.25,147.6,0.054200542,4279.5,4.3,1948.81,1.06E-01,3.43E-01,3.22E-02,1.06E+01,3.43E+01,3.22E+00
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196779,LGCAL,Paraeuchaeta elongata,C3,1,0.25,147.6,0.027100271,1730.8,0,354.22,9.60E-03,4.65E-02,4.15E-03,9.60E-01,4.65E+00,4.15E-01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196779,LGCAL,Paraeuchaeta elongata,C5,1,0.25,147.6,0.027100271,3639.9,0,3947.01,1.07E-01,2.95E-01,2.83E-02,1.07E+01,2.95E+01,2.83E+00
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196783,MDCAL,Metridia okhotensis,C5,9,0.0625,147.6,0.975609756,1774.8,3.7,577.4,5.63E-01,2.43E+00,2.20E-01,5.63E+01,2.43E+02,2.20E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196783,MDCAL,Metridia okhotensis,C6 AF,1,0.0625,147.6,0.108401084,2463.7,0,1600.16,1.73E-01,5.91E-01,5.52E-02,1.73E+01,5.91E+01,5.52E+00
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196783,MDCAL,Metridia okhotensis,C6 AM,7,0.0625,147.6,0.758807588,1944.4,6.5,773.68,5.87E-01,2.36E+00,2.16E-01,5.87E+01,2.36E+02,2.16E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196784,MDCAL,Metridia pacifica,C5,21,0.03125,147.6,4.552845528,1382,7.7,242.35,1.10E+00,5.82E+00,5.13E-01,1.10E+02,5.82E+02,5.13E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196784,MDCAL,Metridia pacifica,C6 AF,42,0.03125,147.6,9.105691057,1926.1,4.9,665.87,6.06E+00,2.53E+01,2.30E+00,6.06E+02,2.53E+03,2.30E+02
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196784,MDCAL,Metridia pacifica,C6 AM,37,0.03125,147.6,8.021680217,1209.9,5.1,159.42,1.28E+00,7.46E+00,6.50E-01,1.28E+02,7.46E+02,6.50E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196782,MDCAL,Heterorhabdus tanneri,C5,1,0.25,147.6,0.027100271,1572.9,0,327.79,8.88E-03,4.38E-02,3.90E-03,8.88E-01,4.38E+00,3.90E-01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,196782,MDCAL,Heterorhabdus tanneri,C6 AF,1,0.25,147.6,0.027100271,2216.6,0,956.99,2.59E-02,9.96E-02,9.16E-03,2.59E+00,9.96E+00,9.16E-01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,104784,SMCAL,Racovitzanus antarcticus,C6 AF,2,0.5,147.6,0.027100271,1512.6,5.4,233.21,6.32E-03,3.37E-02,2.97E-03,6.32E-01,3.37E+00,2.97E-01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,105440,CHAET,Parasagitta elegans, ,14,0.5,147.6,0.189701897,14283.1,15.3,4937.54,9.37E-01,9.05E-01,1.34E-01,9.37E+01,9.05E+01,1.34E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,105416,CHAET,Eukrohnia hamata, ,23,0.5,147.6,0.311653117,12168.1,27.9,3253.96,1.01E+00,1.04E+00,1.53E-01,1.01E+02,1.04E+02,1.53E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,139178,PTER,Clione limacina, ,3,0.5,147.6,0.040650407,2204,42,1861.41,7.57E-02,2.65E-01,1.45E-02,7.57E+00,2.65E+01,1.45E+00
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,140223,PTER,Limacina helicina, ,72,0.25,147.6,1.951219512,1734,21.4,1386.91,2.71E+00,1.03E+01,5.55E-01,2.71E+02,1.03E+03,5.55E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,140223,PTER,Limacina helicina, ,3,0.5,147.6,0.040650407,3149.9,12.6,7070.97,2.87E-01,7.64E-01,4.32E-02,2.87E+01,7.64E+01,4.32E+00
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,254453,AMPH,Themisto pacifica, ,1,0.5,147.6,0.013550136,2155.4,0,413.44,5.60E-03,4.42E-02,2.62E-03,5.60E-01,4.42E+00,2.62E-01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,428630,AMPH,Cyphocaris challengeri, ,21,0.5,147.6,0.284552846,3626.1,53.1,2126.18,6.05E-01,2.83E+00,1.79E-01,6.05E+01,2.83E+02,1.79E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,106777,MERO,Hippolytidae,Juvenile,3,0.5,147.6,0.040650407,2583.7,2.2,278.58,1.13E-02,1.21E-01,5.75E-03,1.13E+00,1.21E+01,5.75E-01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,106738,MERO,Paguridae,Zoea,3,0.5,147.6,0.040650407,1012.5,27.2,528.66,2.15E-02,1.94E-01,9.36E-03,2.15E+00,1.94E+01,9.36E-01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,148428,MERO,Oregoniinae,Zoea,10,0.5,147.6,0.135501355,986,19.7,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,110679,EUPH,Thysanoessa,Juvenile,1,1,147.6,0.006775068,5502,0,2239.35,1.52E-02,1.07E-01,5.03E-03,1.52E+00,1.07E+01,5.03E-01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,237874,EUPH,Thysanoessa spinifera,Juvenile,1,0.5,147.6,0.013550136,10658.1,0,20889.31,2.83E-01,1.18E+00,5.96E-02,2.83E+01,1.18E+02,5.96E+00
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,127482,OSTR,Halocyprididae, ,17,0.5,147.6,0.230352304,1475,20.7,249.14,5.74E-02,2.36E-01,8.05E-03,5.74E+00,2.36E+01,8.05E-01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,1082,MERO,Cirripedia,Nauplius,1,0.5,147.6,0.013550136,1855,0,606.8,8.22E-03,3.51E-02,3.19E-03,8.22E-01,3.51E+00,3.19E-01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,1082,MERO,Cirripedia,Cyprid,1,0.5,147.6,0.013550136,1331.6,0,311,4.21E-03,2.11E-02,1.87E-03,4.21E-01,2.11E+00,1.87E-01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,101,MERO,Gastropoda,Echinospira,1,0.5,147.6,0.013550136,1370.1,0,600.78,8.14E-03,3.88E-02,2.04E-03,8.14E-01,3.88E+00,2.04E-01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,135418,SIPH,Dimophyes arctica,Anterior nectophore,1,0.5,147.6,0.013550136,7264.8,0,15466.19,2.10E-01,8.29E-02,7.32E-03,2.10E+01,8.29E+00,7.32E-01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,257529,OTHR,Holophryxus alaskensis,Juvenile,1,1,147.6,0.006775068,11310,0,111732.04,7.57E-01,9.55E-01,1.01E-01,7.57E+01,9.55E+01,1.01E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,10194,FISH,Actinopterygii,Egg,16,0.5,147.6,0.216802168,1296.4,11.7,1282.89,2.78E-01,5.43E-01,3.30E-01,2.78E+01,5.43E+01,3.30E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,514245,DECA,Pasiphaea pacifica,Juvenile,3,1,147.6,0.020325203,29346.3,72.8,396177.72,8.05E+00,1.41E+01,8.43E-01,8.05E+02,1.41E+03,8.43E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,103413,LARV,Oikopleura labradoriensis,Tail,3,0.5,147.6,0.040650407,2000.2,28.9,1232.55,5.01E-02,3.21E-01,2.95E-02,5.01E+00,3.21E+01,2.95E+00
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,123084,MERO,Ophiuroidea,Post-pluteus,1,0.5,147.6,0.013550136,1227.8,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,137215,THAL,Doliolidae,Oozoid,1,0.5,147.6,0.013550136,3200.6,0,0.31,4.13E-06,2.44E-05,9.48E-07,4.13E-04,2.44E-03,9.48E-05
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,101383,AMPH,Gammaridae, ,1,1,147.6,0.006775068,12086.9,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,1,200,100,104075,MDCAL,Aetideidae,C3,1,0.5,147.6,0.013550136,2010.8,0,842.19,1.14E-02,4.52E-02,4.14E-03,1.14E+00,4.52E+00,4.14E-01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104257,SMCAL,Acartia longiremis,C6 AF,1,0.125,125.5,0.06374502,936.1,0,56.98,3.63E-03,2.90E-02,2.45E-03,1.45E-01,1.16E+00,9.81E-02
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104075,MDCAL,Aetideidae,C5,1,1,125.5,0.007968127,1218,0,173.32,1.38E-03,8.50E-03,7.43E-04,5.52E-02,3.40E-01,2.97E-02
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104075,MDCAL,Aetideidae,C6 AF,7,1,125.5,0.055776892,1503.3,11.5,349.97,1.95E-02,1.01E-01,9.01E-03,7.81E-01,4.03E+00,3.60E-01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104075,MDCAL,Aetideidae,C6 AM,1,1,125.5,0.007968127,1358,0,244.29,1.95E-03,1.11E-02,9.76E-04,7.79E-02,4.42E-01,3.90E-02
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196770,LGCAL,Calanus marshallae,C3,5,0.03125,125.5,1.274900398,1519.1,8.6,228.21,2.91E-01,1.67E+00,1.47E-01,1.16E+01,6.68E+01,5.89E+00
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196770,LGCAL,Calanus marshallae,C4,22,0.03125,125.5,5.609561753,1874.3,7,439.6,2.47E+00,1.21E+01,1.09E+00,9.86E+01,4.86E+02,4.37E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196770,LGCAL,Calanus marshallae,C5,41,0.03125,125.5,10.45418327,2343.8,7,886.73,9.27E+00,3.88E+01,3.56E+00,3.71E+02,1.55E+03,1.42E+02
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196770,LGCAL,Calanus marshallae,C6 AF,10,0.03125,125.5,2.549800797,2812.8,4.6,1556.05,3.97E+00,1.46E+01,1.36E+00,1.59E+02,5.83E+02,5.45E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196770,LGCAL,Calanus marshallae,C6 AM,11,0.03125,125.5,2.804780876,2593.1,4,1204.01,3.38E+00,1.32E+01,1.22E+00,1.35E+02,5.27E+02,4.89E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104470,LGCAL,Neocalanus cristatus,C3,4,0.5,125.5,0.06374502,2674.6,3.7,1129.26,7.20E-02,2.85E-01,2.64E-02,2.88E+00,1.14E+01,1.06E+00
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104470,LGCAL,Neocalanus cristatus,C4,17,0.5,125.5,0.270916335,4080.6,3.4,3869.96,1.05E+00,3.12E+00,2.99E-01,4.19E+01,1.25E+02,1.20E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104470,LGCAL,Neocalanus cristatus,C5,7,0.5,125.5,0.111553785,5970.7,4.1,11747.93,1.31E+00,3.00E+00,2.98E-01,5.24E+01,1.20E+02,1.19E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,353708,LGCAL,Neocalanus flemingeri,C4,33,0.125,125.5,2.103585657,2491.1,7.3,1002.11,2.11E+00,8.56E+00,7.89E-01,8.43E+01,3.42E+02,3.16E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,353708,LGCAL,Neocalanus flemingeri,C5,29,0.125,125.5,1.848605578,3179.7,11.3,2243.87,4.15E+00,1.39E+01,1.31E+00,1.66E+02,5.54E+02,5.24E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196772,LGCAL,Neocalanus plumchrus,C3,17,0.125,125.5,1.083665339,1891.6,6.9,396.57,4.30E-01,2.17E+00,1.95E-01,1.72E+01,8.68E+01,7.78E+00
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196772,LGCAL,Neocalanus plumchrus,C4,26,0.125,125.5,1.657370518,2613,4.2,1040.51,1.72E+00,6.96E+00,6.43E-01,6.90E+01,2.79E+02,2.57E+01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196772,LGCAL,Neocalanus plumchrus,C5,4,0.125,125.5,0.25498008,3277.5,3.1,2052.17,5.23E-01,1.80E+00,1.70E-01,2.09E+01,7.22E+01,6.80E+00
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104165,SMCAL,Pseudocalanus,C4,1,0.5,125.5,0.015936255,919.9,0,48.24,7.69E-04,6.38E-03,5.37E-04,3.07E-02,2.55E-01,2.15E-02
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104165,SMCAL,Pseudocalanus,C5,19,0.5,125.5,0.302788845,1200.4,7,113.5,3.44E-02,2.33E-01,2.01E-02,1.37E+00,9.30E+00,8.03E-01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104165,SMCAL,Pseudocalanus,C6 AF,9,0.5,125.5,0.143426295,1319.2,7.3,153.04,2.20E-02,1.38E-01,1.21E-02,8.78E-01,5.54E+00,4.83E-01
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,104165,SMCAL,Pseudocalanus,C6 AM,1,0.5,125.5,0.015936255,1136.3,0,94,1.50E-03,1.06E-02,9.13E-04,5.99E-02,4.25E-01,3.65E-02
TGX201904,Multinet,0.5,Oblique,500,2019-05-01T05:10:56-0800,2019-05-01T05:43:55-0800,-149.4564,59.8299,273,GAK01,2,100,60,196775,LGCAL,Eucalanus bungii,C5,3,1,125.5,0.023904382,4398.7,5.9,2132.54,5.10E-02,1.74E-01,1.64E-02,2.04E+00,6.96E+00,6.56E-01
