Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Group,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[mg],Biomass_[mg_WetWeight_m-3],Resp ulO2/m3/day,Excret ugN/m3/day,Biomass mgWW/m2,Resp ulO2/m2/day,Excret ugN/m2/day
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,157679,SMCAL,Pseudocalanus newmani,C6 AF,4,0.015625,11.926,21.46570518,738.1,6,24.28,0.521172219,6.668537024,0.54464011,5.21E+01,6.67E+02,5.45E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,128634,WMCAL,Corycaeus,C6 AF,1,0.25,11.926,0.335401643,544.3,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196775,LGCAL,Eucalanus bungii,C3,1,1,11.926,0.083850411,2662.2,0,443.25,0.037166751,0.241583468,0.02152242,3.72E+00,2.42E+01,2.15E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196775,LGCAL,Eucalanus bungii,C4,5,1,11.926,0.419252054,3463.8,16.1,1079.3,0.452500472,2.342395729,0.214710276,4.53E+01,2.34E+02,2.15E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196775,LGCAL,Eucalanus bungii,C5,5,1,11.926,0.419252054,4435.5,7.8,2207.89,0.925661933,4.114163377,0.384771319,9.26E+01,4.11E+02,3.85E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196784,MDCAL,Metridia pacifica,C1,7,0.0625,11.926,9.391246017,424.6,3.5,6.33,0.059452483,1.0434701,0.08184342,5.95E+00,1.04E+02,8.18E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196784,MDCAL,Metridia pacifica,C2,5,0.0625,11.926,6.708032869,571,7.1,15.9,0.10662726,1.505287145,0.121399078,1.07E+01,1.51E+02,1.21E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196784,MDCAL,Metridia pacifica,C3,12,0.0625,11.926,16.09927889,736,5.3,34.56,0.556371241,6.5555944,0.541107465,5.56E+01,6.56E+02,5.41E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196784,MDCAL,Metridia pacifica,C4,8,0.125,11.926,5.366426295,988.9,6.6,86.11,0.462099742,4.392329436,0.372655203,4.62E+01,4.39E+02,3.73E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,196784,MDCAL,Metridia pacifica,C5,7,0.125,11.926,4.695623009,1218.2,6.7,163.49,0.767681561,6.28182082,0.543306334,7.68E+01,6.28E+02,5.43E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,106656,NONCAL,Oithona similis,C1-5,84.27272727,0.0078125,11.926,904.4867593,384.2,19,7.92,7.159232413,116.9129759,9.250477406,7.16E+02,1.17E+04,9.25E+02
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,106656,NONCAL,Oithona similis,C6 AF,15.60606061,0.0078125,11.926,167.497548,470.9,7.3,13.87,2.323414946,33.82065538,2.716760881,2.32E+02,3.38E+03,2.72E+02
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,106656,NONCAL,Oithona similis,C6 AM,3.121212121,0.0078125,11.926,33.4995096,443.4,7.8,11.42,0.382713438,5.834964338,0.465954905,3.83E+01,5.83E+02,4.66E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,157737,NONCAL,Oithona spinirostris,C1-5,14,0.125,11.926,9.391246017,654,17.1,42.23,0.396627898,4.369376067,0.363547254,3.97E+01,4.37E+02,3.64E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,157737,NONCAL,Oithona spinirostris,C6 AF,9,0.125,11.926,6.037229582,706,7.6,50.05,0.302192651,3.257455874,0.271939124,3.02E+01,3.26E+02,2.72E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,128956,NONCAL,Triconia borealis,C1-5,1,0.0625,11.926,1.341606574,369.3,0,6.32,0.008474126,0.148940782,0.011680248,8.47E-01,1.49E+01,1.17E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,128956,NONCAL,Triconia borealis,C6 AF,6,0.0625,11.926,8.049639443,436.6,10.8,11.09,0.089241942,1.363775816,0.108856424,8.92E+00,1.36E+02,1.09E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104811,SMCAL,Scolecithricella minor,C2,1,0.0625,11.926,1.341606574,416.1,0,1.56,0.002098722,0.051134074,0.003845605,2.10E-01,5.11E+00,3.85E-01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104811,SMCAL,Scolecithricella minor,C3,1,0.0625,11.926,1.341606574,416.2,0,1.57,0.002100054,0.051158929,0.003847547,2.10E-01,5.12E+00,3.85E-01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104811,SMCAL,Scolecithricella minor,C4,2,0.0625,11.926,2.683213148,766.2,1.1,22.96,0.061617777,0.800571237,0.065262014,6.16E+00,8.01E+01,6.53E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104811,SMCAL,Scolecithricella minor,C5,1,0.0625,11.926,1.341606574,951.5,0,59.5,0.079826615,0.830114572,0.069630274,7.98E+00,8.30E+01,6.96E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104811,SMCAL,Scolecithricella minor,C6 AF,3,0.0625,11.926,4.024819722,1113.3,6.4,121.13,0.487545389,4.273992521,0.366388041,4.88E+01,4.27E+02,3.66E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104811,SMCAL,Scolecithricella minor,C6 AM,1,0.0625,11.926,1.341606574,991.9,0,71.47,0.095887387,0.955261312,0.0805695,9.59E+00,9.55E+01,8.06E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,254330,MDCAL,Epilabidocera amphitrites,C5,1,1,11.926,0.083850411,1685,0,252.53,0.021174816,0.157002532,0.013753097,2.12E+00,1.57E+01,1.38E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,254330,MDCAL,Epilabidocera amphitrites,C6 AF,1,1,11.926,0.083850411,2791.7,0,1570.97,0.131726488,0.636793135,0.05892612,1.32E+01,6.37E+01,5.89E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,116115,NONCAL,Microsetella norvegica, ,1,0.125,11.926,0.670803287,577.5,0,11.26,0.007555292,0.115982479,0.009254787,7.56E-01,1.16E+01,9.25E-01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,104183,MDCAL,Lucicutia,C2,1,0.125,11.926,0.670803287,365.7,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,105440,CHAET,Parasagitta elegans, ,17,1,11.926,1.425456985,7356.6,43,945.39,1.347607203,2.461953924,0.347979442,1.35E+02,2.46E+02,3.48E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,105416,CHAET,Eukrohnia hamata, ,1,1,11.926,0.083850411,5634.7,0,144.8,0.01214167,0.038524161,0.00508761,1.21E+00,3.85E+00,5.09E-01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,140223,PTER,Limacina helicina, ,28,0.0625,11.926,37.56498407,281.1,12.8,6.84,0.256765107,4.873337722,0.222192785,2.57E+01,4.87E+02,2.22E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,103413,LARV,Oikopleura labradoriensis, ,2,1,11.926,0.167700822,1267.2,1.8,351.14,0.058885852,0.737208596,0.064553289,5.89E+00,7.37E+01,6.46E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,103407,LARV,Oikopleura dioica, ,11,0.125,11.926,7.378836156,651.1,24,72.3,0.533476391,9.357483116,0.783710742,5.33E+01,9.36E+02,7.84E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,103375,LARV,Fritillaria borealis, ,2,0.125,11.926,1.341606574,433.5,6.9,0.72,0.000967904,0.051444097,0.003742226,9.68E-02,5.14E+00,3.74E-01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,254453,AMPH,Themisto pacifica, ,5,1,11.926,0.419252054,2206.8,45.3,635.14,0.266284616,2.461666406,0.1481927,2.66E+01,2.46E+02,1.48E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,1130,DECA,Decapoda,Zoea,1,1,11.926,0.083850411,2239.4,0,2414.35,0.202444207,1.851369275,0.092721964,2.02E+01,1.85E+02,9.27E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,1128,EUPH,Euphausiacea,Egg,5,0.0625,11.926,6.708032869,382.1,6,0,0,0,0,0.00E+00,0.00E+00,0.00E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,1128,EUPH,Euphausiacea,Nauplius,18,0.0625,11.926,24.14891833,460.1,6.7,0,0,0,0,0.00E+00,0.00E+00,0.00E+00
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,1128,EUPH,Euphausiacea,Calyptopis,6,0.125,11.926,4.024819722,1605.9,28.9,66.22,0.266530521,5.88037143,0.248176296,2.67E+01,5.88E+02,2.48E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,1128,EUPH,Euphausiacea,Furcilia,3,0.25,11.926,1.00620493,3023.5,17.1,255.45,0.257038603,4.211865875,0.184750247,2.57E+01,4.21E+02,1.85E+01
TGX201909,QuadNet,0.25,Vertical,150,2019-09-16T10:49:01-0800,2019-09-16T10:55:03-0800,-149.4876,59.8458,268,GAK01,0,100,0,1128,EUPH,Euphausiacea,Juvenile,2,1,11.926,0.167700822,3587.2,14.9,586.17,0.098301262,1.324003407,0.059551073,9.83E+00,1.32E+02,5.96E+00
