Date,Year,Site_Name,Site,Zone,Plot,Location,Flag_Location,Location_Notes,Longitude,Flag_Longitude,Latitude,Flag_Latitude,Species,Mollusc_Count,Quadrat_Area,Mollusc_Density,Notes
10/26/00,2000,GCE2,2,1,1,GCE2_CB11,E,location estimated based on location of a single replacement plot within approximately 3m,-81.296118,E,31.536199,E,Geukensia,0,0.5,0,
10/26/00,2000,GCE2,2,1,1,GCE2_CB11,E,location estimated based on location of a single replacement plot within approximately 3m,-81.296118,E,31.536199,E,Polymesoda,0,0.5,0,
10/26/00,2000,GCE2,2,1,1,GCE2_CB11,E,location estimated based on location of a single replacement plot within approximately 3m,-81.296118,E,31.536199,E,Crassostrea,0,0.5,0,
10/26/00,2000,GCE2,2,1,3,GCE2_CB23,E,location estimated based on locations of 2 replacement plots within approximately 6m,-81.295753,E,31.536255,E,Littoraria,1,0.5,2,
10/26/00,2000,GCE2,2,1,3,GCE2_CB23,E,location estimated based on locations of 2 replacement plots within approximately 6m,-81.295753,E,31.536255,E,Melampus,0,0.5,0,
10/26/00,2000,GCE2,2,1,3,GCE2_CB23,E,location estimated based on locations of 2 replacement plots within approximately 6m,-81.295753,E,31.536255,E,Detracia,0,0.5,0,
10/26/00,2000,GCE2,2,1,3,GCE2_CB23,E,location estimated based on locations of 2 replacement plots within approximately 6m,-81.295753,E,31.536255,E,Hydrobiidae,0,0.5,0,
10/26/00,2000,GCE2,2,1,3,GCE2_CB23,E,location estimated based on locations of 2 replacement plots within approximately 6m,-81.295753,E,31.536255,E,Ilyanassa,0,0.5,0,
10/26/00,2000,GCE2,2,1,3,GCE2_CB23,E,location estimated based on locations of 2 replacement plots within approximately 6m,-81.295753,E,31.536255,E,Geukensia,0,0.5,0,
10/26/00,2000,GCE2,2,1,3,GCE2_CB23,E,location estimated based on locations of 2 replacement plots within approximately 6m,-81.295753,E,31.536255,E,Polymesoda,0,0.5,0,
10/26/00,2000,GCE2,2,1,3,GCE2_CB23,E,location estimated based on locations of 2 replacement plots within approximately 6m,-81.295753,E,31.536255,E,Crassostrea,0,0.5,0,
10/26/00,2000,GCE2,2,1,6,GCE2_CB6,,,-81.2951,,31.535851,,Littoraria,1,0.5,2,
10/26/00,2000,GCE2,2,1,6,GCE2_CB6,,,-81.2951,,31.535851,,Melampus,15,0.5,30,
10/26/00,2000,GCE2,2,1,6,GCE2_CB6,,,-81.2951,,31.535851,,Detracia,0,0.5,0,
10/26/00,2000,GCE2,2,1,6,GCE2_CB6,,,-81.2951,,31.535851,,Hydrobiidae,0,0.5,0,
10/26/00,2000,GCE2,2,1,6,GCE2_CB6,,,-81.2951,,31.535851,,Ilyanassa,0,0.5,0,
10/26/00,2000,GCE2,2,1,6,GCE2_CB6,,,-81.2951,,31.535851,,Geukensia,0,0.5,0,
10/26/00,2000,GCE2,2,1,6,GCE2_CB6,,,-81.2951,,31.535851,,Polymesoda,0,0.5,0,
10/26/00,2000,GCE2,2,1,6,GCE2_CB6,,,-81.2951,,31.535851,,Crassostrea,0,0.5,0,
10/26/00,2000,GCE2,2,1,8,GCE2_CB38,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.295103,E,31.535651,E,Littoraria,0,0.5,0,
10/26/00,2000,GCE2,2,1,8,GCE2_CB38,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.295103,E,31.535651,E,Melampus,0,0.5,0,
10/26/00,2000,GCE2,2,1,8,GCE2_CB38,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.295103,E,31.535651,E,Detracia,0,0.5,0,
10/26/00,2000,GCE2,2,1,8,GCE2_CB38,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.295103,E,31.535651,E,Hydrobiidae,0,0.5,0,
10/26/00,2000,GCE2,2,1,8,GCE2_CB38,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.295103,E,31.535651,E,Ilyanassa,0,0.5,0,
10/26/00,2000,GCE2,2,1,8,GCE2_CB38,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.295103,E,31.535651,E,Geukensia,0,0.5,0,
10/26/00,2000,GCE2,2,1,8,GCE2_CB38,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.295103,E,31.535651,E,Polymesoda,0,0.5,0,
10/26/00,2000,GCE2,2,1,8,GCE2_CB38,E,location estimated based on locations of 3 replacement plots within approximately 9m,-81.295103,E,31.535651,E,Crassostrea,0,0.5,0,
10/26/00,2000,GCE2,2,2,1,GCE2_MM1,,,-81.296236,,31.536099,,Littoraria,0,0.5,0,
10/26/00,2000,GCE2,2,2,1,GCE2_MM1,,,-81.296236,,31.536099,,Melampus,0,0.5,0,
10/26/00,2000,GCE2,2,2,1,GCE2_MM1,,,-81.296236,,31.536099,,Detracia,0,0.5,0,
10/26/00,2000,GCE2,2,2,1,GCE2_MM1,,,-81.296236,,31.536099,,Hydrobiidae,0,0.5,0,
10/26/00,2000,GCE2,2,2,1,GCE2_MM1,,,-81.296236,,31.536099,,Ilyanassa,0,0.5,0,
10/26/00,2000,GCE2,2,2,1,GCE2_MM1,,,-81.296236,,31.536099,,Geukensia,1,0.5,2,
10/26/00,2000,GCE2,2,2,1,GCE2_MM1,,,-81.296236,,31.536099,,Polymesoda,0,0.5,0,
10/26/00,2000,GCE2,2,2,1,GCE2_MM1,,,-81.296236,,31.536099,,Crassostrea,0,0.5,0,
10/26/00,2000,GCE2,2,2,3,GCE2_MM3,,,-81.295928,,31.535967,,Littoraria,0,0.5,0,
10/26/00,2000,GCE2,2,2,3,GCE2_MM3,,,-81.295928,,31.535967,,Melampus,0,0.5,0,
10/26/00,2000,GCE2,2,2,3,GCE2_MM3,,,-81.295928,,31.535967,,Detracia,0,0.5,0,
10/26/00,2000,GCE2,2,2,3,GCE2_MM3,,,-81.295928,,31.535967,,Hydrobiidae,0,0.5,0,
10/26/00,2000,GCE2,2,2,3,GCE2_MM3,,,-81.295928,,31.535967,,Ilyanassa,0,0.5,0,
10/26/00,2000,GCE2,2,2,3,GCE2_MM3,,,-81.295928,,31.535967,,Geukensia,0,0.5,0,
10/26/00,2000,GCE2,2,2,3,GCE2_MM3,,,-81.295928,,31.535967,,Polymesoda,0,0.5,0,
10/26/00,2000,GCE2,2,2,3,GCE2_MM3,,,-81.295928,,31.535967,,Crassostrea,0,0.5,0,
10/26/00,2000,GCE2,2,2,6,GCE2_MM6,,,-81.295535,,31.535847,,Littoraria,0,0.5,0,
10/26/00,2000,GCE2,2,2,6,GCE2_MM6,,,-81.295535,,31.535847,,Melampus,0,0.5,0,
10/26/00,2000,GCE2,2,2,6,GCE2_MM6,,,-81.295535,,31.535847,,Detracia,0,0.5,0,
10/26/00,2000,GCE2,2,2,6,GCE2_MM6,,,-81.295535,,31.535847,,Hydrobiidae,0,0.5,0,
10/26/00,2000,GCE2,2,2,6,GCE2_MM6,,,-81.295535,,31.535847,,Ilyanassa,0,0.5,0,
10/26/00,2000,GCE2,2,2,6,GCE2_MM6,,,-81.295535,,31.535847,,Geukensia,9,0.5,18,
10/26/00,2000,GCE2,2,2,6,GCE2_MM6,,,-81.295535,,31.535847,,Polymesoda,0,0.5,0,
10/26/00,2000,GCE2,2,2,6,GCE2_MM6,,,-81.295535,,31.535847,,Crassostrea,0,0.5,0,
10/26/00,2000,GCE2,2,2,8,GCE2_MM8,,,-81.295282,,31.535886,,Littoraria,0,0.5,0,
10/26/00,2000,GCE2,2,2,8,GCE2_MM8,,,-81.295282,,31.535886,,Melampus,0,0.5,0,
10/26/00,2000,GCE2,2,2,8,GCE2_MM8,,,-81.295282,,31.535886,,Detracia,0,0.5,0,
10/26/00,2000,GCE2,2,2,8,GCE2_MM8,,,-81.295282,,31.535886,,Hydrobiidae,0,0.5,0,
10/26/00,2000,GCE2,2,2,8,GCE2_MM8,,,-81.295282,,31.535886,,Ilyanassa,0,0.5,0,
10/26/00,2000,GCE2,2,2,8,GCE2_MM8,,,-81.295282,,31.535886,,Geukensia,0,0.5,0,
10/26/00,2000,GCE2,2,2,8,GCE2_MM8,,,-81.295282,,31.535886,,Polymesoda,0,0.5,0,
10/26/00,2000,GCE2,2,2,8,GCE2_MM8,,,-81.295282,,31.535886,,Crassostrea,0,0.5,0,
10/28/00,2000,GCE3,3,1,1,GCE3_CB1,,,-81.228956,,31.51892,,Littoraria,2,0.25,8,
10/28/00,2000,GCE3,3,1,1,GCE3_CB1,,,-81.228956,,31.51892,,Melampus,2,0.25,8,
10/28/00,2000,GCE3,3,1,1,GCE3_CB1,,,-81.228956,,31.51892,,Detracia,0,0.25,0,
10/28/00,2000,GCE3,3,1,1,GCE3_CB1,,,-81.228956,,31.51892,,Hydrobiidae,0,0.25,0,
10/28/00,2000,GCE3,3,1,1,GCE3_CB1,,,-81.228956,,31.51892,,Ilyanassa,0,0.25,0,
10/28/00,2000,GCE3,3,1,1,GCE3_CB1,,,-81.228956,,31.51892,,Geukensia,0,0.25,0,
10/28/00,2000,GCE3,3,1,1,GCE3_CB1,,,-81.228956,,31.51892,,Polymesoda,0,0.25,0,
10/28/00,2000,GCE3,3,1,1,GCE3_CB1,,,-81.228956,,31.51892,,Crassostrea,0,0.25,0,
10/28/00,2000,GCE3,3,1,3,GCE3_CB3,,,-81.228997,,31.518678,,Littoraria,1,0.25,4,
10/28/00,2000,GCE3,3,1,3,GCE3_CB3,,,-81.228997,,31.518678,,Melampus,0,0.25,0,
10/28/00,2000,GCE3,3,1,3,GCE3_CB3,,,-81.228997,,31.518678,,Detracia,0,0.25,0,
10/28/00,2000,GCE3,3,1,3,GCE3_CB3,,,-81.228997,,31.518678,,Hydrobiidae,0,0.25,0,
10/28/00,2000,GCE3,3,1,3,GCE3_CB3,,,-81.228997,,31.518678,,Ilyanassa,0,0.25,0,
10/28/00,2000,GCE3,3,1,3,GCE3_CB3,,,-81.228997,,31.518678,,Geukensia,0,0.25,0,
10/28/00,2000,GCE3,3,1,3,GCE3_CB3,,,-81.228997,,31.518678,,Polymesoda,0,0.25,0,
10/28/00,2000,GCE3,3,1,3,GCE3_CB3,,,-81.228997,,31.518678,,Crassostrea,0,0.25,0,
10/28/00,2000,GCE3,3,1,6,GCE3_CB6,,,-81.229103,,31.518307,,Littoraria,0,0.25,0,
10/28/00,2000,GCE3,3,1,6,GCE3_CB6,,,-81.229103,,31.518307,,Melampus,0,0.25,0,
10/28/00,2000,GCE3,3,1,6,GCE3_CB6,,,-81.229103,,31.518307,,Detracia,0,0.25,0,
10/28/00,2000,GCE3,3,1,6,GCE3_CB6,,,-81.229103,,31.518307,,Hydrobiidae,0,0.25,0,
10/28/00,2000,GCE3,3,1,6,GCE3_CB6,,,-81.229103,,31.518307,,Ilyanassa,0,0.25,0,
10/28/00,2000,GCE3,3,1,6,GCE3_CB6,,,-81.229103,,31.518307,,Geukensia,0,0.25,0,
10/28/00,2000,GCE3,3,1,6,GCE3_CB6,,,-81.229103,,31.518307,,Polymesoda,0,0.25,0,
10/28/00,2000,GCE3,3,1,6,GCE3_CB6,,,-81.229103,,31.518307,,Crassostrea,0,0.25,0,
10/28/00,2000,GCE3,3,1,8,GCE3_CB8,,,-81.229238,,31.518161,,Littoraria,0,0.0625,0,
10/28/00,2000,GCE3,3,1,8,GCE3_CB8,,,-81.229238,,31.518161,,Melampus,21,0.0625,336,
10/28/00,2000,GCE3,3,1,8,GCE3_CB8,,,-81.229238,,31.518161,,Detracia,0,0.0625,0,
10/28/00,2000,GCE3,3,1,8,GCE3_CB8,,,-81.229238,,31.518161,,Hydrobiidae,0,0.0625,0,
10/28/00,2000,GCE3,3,1,8,GCE3_CB8,,,-81.229238,,31.518161,,Ilyanassa,0,0.0625,0,
10/28/00,2000,GCE3,3,1,8,GCE3_CB8,,,-81.229238,,31.518161,,Geukensia,0,0.0625,0,
10/28/00,2000,GCE3,3,1,8,GCE3_CB8,,,-81.229238,,31.518161,,Polymesoda,0,0.0625,0,
10/28/00,2000,GCE3,3,1,8,GCE3_CB8,,,-81.229238,,31.518161,,Crassostrea,0,0.0625,0,
10/28/00,2000,GCE3,3,2,1,GCE3_MM1,,,-81.229011,,31.519592,,Littoraria,54,0.5,108,
10/28/00,2000,GCE3,3,2,1,GCE3_MM1,,,-81.229011,,31.519592,,Melampus,1,0.5,2,
10/28/00,2000,GCE3,3,2,1,GCE3_MM1,,,-81.229011,,31.519592,,Detracia,0,0.5,0,
10/28/00,2000,GCE3,3,2,1,GCE3_MM1,,,-81.229011,,31.519592,,Hydrobiidae,0,0.5,0,
10/28/00,2000,GCE3,3,2,1,GCE3_MM1,,,-81.229011,,31.519592,,Ilyanassa,0,0.5,0,
10/28/00,2000,GCE3,3,2,1,GCE3_MM1,,,-81.229011,,31.519592,,Geukensia,0,0.5,0,
10/28/00,2000,GCE3,3,2,1,GCE3_MM1,,,-81.229011,,31.519592,,Polymesoda,0,0.5,0,
10/28/00,2000,GCE3,3,2,1,GCE3_MM1,,,-81.229011,,31.519592,,Crassostrea,0,0.5,0,
10/28/00,2000,GCE3,3,2,3,GCE3_MM3,,,-81.229109,,31.519346,,Littoraria,119,0.25,476,
10/28/00,2000,GCE3,3,2,3,GCE3_MM3,,,-81.229109,,31.519346,,Melampus,3,0.25,12,
10/28/00,2000,GCE3,3,2,3,GCE3_MM3,,,-81.229109,,31.519346,,Detracia,0,0.25,0,
10/28/00,2000,GCE3,3,2,3,GCE3_MM3,,,-81.229109,,31.519346,,Hydrobiidae,0,0.25,0,
10/28/00,2000,GCE3,3,2,3,GCE3_MM3,,,-81.229109,,31.519346,,Ilyanassa,0,0.25,0,
10/28/00,2000,GCE3,3,2,3,GCE3_MM3,,,-81.229109,,31.519346,,Geukensia,0,0.25,0,
10/28/00,2000,GCE3,3,2,3,GCE3_MM3,,,-81.229109,,31.519346,,Polymesoda,0,0.25,0,
10/28/00,2000,GCE3,3,2,3,GCE3_MM3,,,-81.229109,,31.519346,,Crassostrea,0,0.25,0,
10/28/00,2000,GCE3,3,2,6,GCE3_MM6,,,-81.229364,,31.518865,,Littoraria,117,0.25,468,
10/28/00,2000,GCE3,3,2,6,GCE3_MM6,,,-81.229364,,31.518865,,Melampus,0,0.25,0,
10/28/00,2000,GCE3,3,2,6,GCE3_MM6,,,-81.229364,,31.518865,,Detracia,0,0.25,0,
10/28/00,2000,GCE3,3,2,6,GCE3_MM6,,,-81.229364,,31.518865,,Hydrobiidae,0,0.25,0,
10/28/00,2000,GCE3,3,2,6,GCE3_MM6,,,-81.229364,,31.518865,,Ilyanassa,0,0.25,0,
10/28/00,2000,GCE3,3,2,6,GCE3_MM6,,,-81.229364,,31.518865,,Geukensia,8,0.25,32,
10/28/00,2000,GCE3,3,2,6,GCE3_MM6,,,-81.229364,,31.518865,,Polymesoda,0,0.25,0,
10/28/00,2000,GCE3,3,2,6,GCE3_MM6,,,-81.229364,,31.518865,,Crassostrea,0,0.25,0,
10/28/00,2000,GCE3,3,2,8,GCE3_MM8,,,-81.229451,,31.518635,,Littoraria,93,0.25,372,
10/28/00,2000,GCE3,3,2,8,GCE3_MM8,,,-81.229451,,31.518635,,Melampus,0,0.25,0,
10/28/00,2000,GCE3,3,2,8,GCE3_MM8,,,-81.229451,,31.518635,,Detracia,0,0.25,0,
10/28/00,2000,GCE3,3,2,8,GCE3_MM8,,,-81.229451,,31.518635,,Hydrobiidae,0,0.25,0,
10/28/00,2000,GCE3,3,2,8,GCE3_MM8,,,-81.229451,,31.518635,,Ilyanassa,0,0.25,0,
10/28/00,2000,GCE3,3,2,8,GCE3_MM8,,,-81.229451,,31.518635,,Geukensia,2,0.25,8,
10/28/00,2000,GCE3,3,2,8,GCE3_MM8,,,-81.229451,,31.518635,,Polymesoda,0,0.25,0,
10/28/00,2000,GCE3,3,2,8,GCE3_MM8,,,-81.229451,,31.518635,,Crassostrea,0,0.25,0,
10/26/00,2000,GCE4,4,1,2,GCE4_CB12,E,location estimated based on location of a single replacement plot within approximately 3m,-81.36556,E,31.451548,E,Littoraria,0,0.5,0,
10/26/00,2000,GCE4,4,1,2,GCE4_CB12,E,location estimated based on location of a single replacement plot within approximately 3m,-81.36556,E,31.451548,E,Melampus,1,0.5,2,
10/26/00,2000,GCE4,4,1,2,GCE4_CB12,E,location estimated based on location of a single replacement plot within approximately 3m,-81.36556,E,31.451548,E,Detracia,0,0.5,0,
10/26/00,2000,GCE4,4,1,2,GCE4_CB12,E,location estimated based on location of a single replacement plot within approximately 3m,-81.36556,E,31.451548,E,Hydrobiidae,0,0.5,0,
10/26/00,2000,GCE4,4,1,2,GCE4_CB12,E,location estimated based on location of a single replacement plot within approximately 3m,-81.36556,E,31.451548,E,Ilyanassa,0,0.5,0,
10/26/00,2000,GCE4,4,1,2,GCE4_CB12,E,location estimated based on location of a single replacement plot within approximately 3m,-81.36556,E,31.451548,E,Geukensia,0,0.5,0,
10/26/00,2000,GCE4,4,1,2,GCE4_CB12,E,location estimated based on location of a single replacement plot within approximately 3m,-81.36556,E,31.451548,E,Polymesoda,0,0.5,0,
10/26/00,2000,GCE4,4,1,2,GCE4_CB12,E,location estimated based on location of a single replacement plot within approximately 3m,-81.36556,E,31.451548,E,Crassostrea,0,0.5,0,
10/26/00,2000,GCE4,4,1,3,GCE4_CB3,,,-81.365566,,31.451473,,Littoraria,0,0.25,0,
10/26/00,2000,GCE4,4,1,3,GCE4_CB3,,,-81.365566,,31.451473,,Melampus,3,0.25,12,
10/26/00,2000,GCE4,4,1,3,GCE4_CB3,,,-81.365566,,31.451473,,Detracia,0,0.25,0,
10/26/00,2000,GCE4,4,1,3,GCE4_CB3,,,-81.365566,,31.451473,,Hydrobiidae,0,0.25,0,
10/26/00,2000,GCE4,4,1,3,GCE4_CB3,,,-81.365566,,31.451473,,Ilyanassa,0,0.25,0,
10/26/00,2000,GCE4,4,1,3,GCE4_CB3,,,-81.365566,,31.451473,,Geukensia,0,0.25,0,
10/26/00,2000,GCE4,4,1,3,GCE4_CB3,,,-81.365566,,31.451473,,Polymesoda,0,0.25,0,
10/26/00,2000,GCE4,4,1,3,GCE4_CB3,,,-81.365566,,31.451473,,Crassostrea,0,0.25,0,
10/26/00,2000,GCE4,4,1,4,GCE4_CB4,,,-81.365579,,31.451373,,Littoraria,1,0.25,4,
10/26/00,2000,GCE4,4,1,4,GCE4_CB4,,,-81.365579,,31.451373,,Melampus,0,0.25,0,
