#,"Castorani, M.C. 2000. Abundance and biomass of seagrass-associated"
#,"invertebrates in the Virginia coastal lagoons, 2019. Virginia Coast Reserve"
#,"Long-Term Ecological Research Project Data Publication knb-lter-vcr.373.4"
#,"(http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.373)"
#,
#,This dataset is distributed by the Virginia Coast Reserve Long-Term Ecological
#,Research Project and use is subject to the VCR/LTER Data Access Policy
#,(http://www.vcrlter.virginia.edu/data/docs/IMPolicy_VCRLTER06.pdf). Data users
#,working on scientific papers are encouraged to contact the data authors
#,regarding availability of updated data and/or possible collaborations.
#,
#,Full metadata descriptions are available at:
#,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.3
#,For additional information about the data contact: Max Castorani
#,(castorani@virginia.edu)
#,
#,Collection and/or distribution of this data was supported by National Science
#,Foundation grants BSR-8702333-06; DEB-9211772; DEB-9411974; DEB-0080381,
#,DEB-0621014, DEB-1237733 and DEB-1832221. VCR/LTER:
#,http://www.vcrlter.virginia.edu
#,# # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # #
year,meadow,fauna_group,site,latitude,longitude,sampling_scheme,collection_method,replicate_id,taxon,sampling_area_m2,Count_m2,DryMass_g_m2
2019,cobb,infauna,cb2,37.335647,-75.78929,transect,core,2,bivalves,0.0182,55,NA
2019,cobb,infauna,cb2,37.335647,-75.78929,transect,core,2,crabs,0.0182,0,NA
2019,cobb,infauna,cb2,37.335647,-75.78929,transect,core,2,gastropods,0.0182,220,NA
2019,cobb,infauna,cb2,37.335647,-75.78929,transect,core,2,isopods,0.0182,55,0.2198
2019,cobb,infauna,cb2,37.335647,-75.78929,transect,core,2,shrimp,0.0182,0,NA
2019,cobb,infauna,cb2,37.335647,-75.78929,transect,core,2,worms,0.0182,714,2.544
2019,cobb,infauna,cb2,37.335647,-75.78929,transect,core,3,amphipods,0.0182,0,0
2019,cobb,infauna,cb2,37.335647,-75.78929,transect,core,3,bivalves,0.0182,330,NA
2019,cobb,infauna,cb2,37.335647,-75.78929,transect,core,3,crabs,0.0182,0,NA
2019,cobb,infauna,cb2,37.335647,-75.78929,transect,core,3,gastropods,0.0182,220,NA
2019,cobb,infauna,cb2,37.335647,-75.78929,transect,core,3,isopods,0.0182,NA,NA
2019,cobb,infauna,cb2,37.335647,-75.78929,transect,core,3,shrimp,0.0182,55,NA
2019,cobb,infauna,cb2,37.335647,-75.78929,transect,core,3,worms,0.0182,NA,NA
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,1,amphipods,0.0182,55,0.0714
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,1,bivalves,0.0182,330,NA
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,1,crabs,0.0182,0,NA
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,1,gastropods,0.0182,330,NA
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,1,isopods,0.0182,55,0.3626
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,1,shrimp,0.0182,55,NA
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,1,worms,0.0182,275,6.7143
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,2,amphipods,0.0182,0,0
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,2,bivalves,0.0182,549,NA
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,2,crabs,0.0182,0,NA
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,2,gastropods,0.0182,440,NA
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,2,isopods,0.0182,55,0.1758
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,2,shrimp,0.0182,0,NA
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,2,worms,0.0182,165,2.5714
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,3,amphipods,0.0182,165,0.1264
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,3,bivalves,0.0182,385,NA
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,3,crabs,0.0182,0,NA
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,3,gastropods,0.0182,385,NA
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,3,isopods,0.0182,55,0.4835
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,3,shrimp,0.0182,0,NA
2019,cobb,infauna,cb3,37.331902,-75.79498,transect,core,3,worms,0.0182,549,15.1429
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,1,amphipods,0.0182,0,0.0714
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,1,bivalves,0.0182,0,NA
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,1,crabs,0.0182,0,NA
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,1,gastropods,0.0182,220,NA
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,1,isopods,0.0182,275,1.1648
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,1,shrimp,0.0182,110,NA
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,1,worms,0.0182,275,5.0549
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,2,amphipods,0.0182,330,0.0824
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,2,bivalves,0.0182,0,NA
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,2,crabs,0.0182,0,NA
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,2,gastropods,0.0182,0,NA
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,2,isopods,0.0182,55,0.1484
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,2,shrimp,0.0182,0,NA
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,2,worms,0.0182,659,4.9176
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,3,amphipods,0.0182,275,0.0769
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,3,bivalves,0.0182,1154,NA
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,3,crabs,0.0182,0,NA
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,3,gastropods,0.0182,385,NA
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,3,isopods,0.0182,0,0
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,3,shrimp,0.0182,0,NA
2019,cobb,infauna,cb4,37.323204,-75.786593,transect,core,3,worms,0.0182,385,5.6319
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,1,amphipods,0.0182,495,0.2418
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,1,bivalves,0.0182,110,NA
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,1,crabs,0.0182,0,NA
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,1,gastropods,0.0182,385,NA
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,1,isopods,0.0182,0,0
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,1,shrimp,0.0182,0,NA
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,1,worms,0.0182,220,1.4945
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,2,amphipods,0.0182,NA,NA
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,2,bivalves,0.0182,110,NA
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,2,crabs,0.0182,0,NA
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,2,gastropods,0.0182,385,NA
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,2,isopods,0.0182,0,0
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,2,shrimp,0.0182,165,NA
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,2,worms,0.0182,NA,NA
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,3,amphipods,0.0182,0,0
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,3,bivalves,0.0182,55,NA
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,3,crabs,0.0182,55,NA
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,3,gastropods,0.0182,440,NA
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,3,isopods,0.0182,0,0
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,3,shrimp,0.0182,0,NA
2019,cobb,infauna,cb5,37.319052,-75.782303,transect,core,3,worms,0.0182,0,0
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,1,amphipods,0.0182,0,0
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,1,bivalves,0.0182,604,NA
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,1,crabs,0.0182,0,NA
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,1,gastropods,0.0182,110,NA
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,1,isopods,0.0182,0,0
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,1,shrimp,0.0182,0,NA
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,1,worms,0.0182,55,8.6758
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,2,amphipods,0.0182,0,0
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,2,bivalves,0.0182,769,NA
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,2,crabs,0.0182,0,NA
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,2,gastropods,0.0182,275,NA
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,2,isopods,0.0182,0,0
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,2,shrimp,0.0182,0,NA
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,2,worms,0.0182,0,0
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,3,amphipods,0.0182,0,0
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,3,bivalves,0.0182,165,NA
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,3,crabs,0.0182,0,NA
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,3,gastropods,0.0182,165,NA
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,3,isopods,0.0182,0,0
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,3,shrimp,0.0182,0,NA
2019,cobb,infauna,cb6,37.315858,-75.788293,transect,core,3,worms,0.0182,824,18.0495
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,1,amphipods,0.0182,220,0.0824
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,1,bivalves,0.0182,110,NA
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,1,crabs,0.0182,55,NA
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,1,gastropods,0.0182,659,NA
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,1,isopods,0.0182,0,0
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,1,shrimp,0.0182,0,NA
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,1,worms,0.0182,165,0.0549
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,2,amphipods,0.0182,220,0.2582
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,2,bivalves,0.0182,0,NA
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,2,crabs,0.0182,0,NA
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,2,gastropods,0.0182,714,NA
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,2,isopods,0.0182,0,0
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,2,shrimp,0.0182,0,NA
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,2,worms,0.0182,714,2.2143
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,3,amphipods,0.0182,275,0.3626
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,3,bivalves,0.0182,0,NA
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,3,crabs,0.0182,0,NA
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,3,gastropods,0.0182,549,NA
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,3,isopods,0.0182,0,0
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,3,shrimp,0.0182,0,NA
2019,hog,infauna,hi10,37.410393,-75.729692,transect,core,3,worms,0.0182,440,4.5055
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,1,amphipods,0.0182,385,0.3626
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,1,bivalves,0.0182,55,NA
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,1,crabs,0.0182,0,NA
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,1,gastropods,0.0182,659,NA
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,1,isopods,0.0182,110,0.4066
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,1,shrimp,0.0182,0,NA
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,1,worms,0.0182,1484,10.6099
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,2,amphipods,0.0182,0,0
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,2,bivalves,0.0182,55,NA
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,2,crabs,0.0182,0,NA
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,2,gastropods,0.0182,330,NA
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,2,isopods,0.0182,0,0
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,2,shrimp,0.0182,0,NA
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,2,worms,0.0182,165,4.7967
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,3,amphipods,0.0182,110,0.0495
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,3,bivalves,0.0182,110,NA
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,3,crabs,0.0182,55,NA
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,3,gastropods,0.0182,330,NA
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,3,isopods,0.0182,110,0.5769
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,3,shrimp,0.0182,0,NA
2019,hog,infauna,hi100,37.418653,-75.718754,transect,core,3,worms,0.0182,1758,6.0879
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,1,amphipods,0.0182,0,0
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,1,bivalves,0.0182,55,NA
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,1,crabs,0.0182,0,NA
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,1,gastropods,0.0182,0,NA
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,1,isopods,0.0182,0,0
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,1,shrimp,0.0182,0,NA
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,1,worms,0.0182,824,2.989
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,2,amphipods,0.0182,0,0
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,2,bivalves,0.0182,110,NA
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,2,crabs,0.0182,0,NA
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,2,gastropods,0.0182,165,NA
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,2,isopods,0.0182,0,0
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,2,shrimp,0.0182,0,NA
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,2,worms,0.0182,0,0
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,3,amphipods,0.0182,0,0
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,3,bivalves,0.0182,220,NA
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,3,crabs,0.0182,0,NA
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,3,gastropods,0.0182,110,NA
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,3,isopods,0.0182,0,0
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,3,shrimp,0.0182,0,NA
2019,hog,infauna,hi29,37.411653,-75.715297,transect,core,3,worms,0.0182,989,6.4121
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,1,amphipods,0.0182,110,0.1154
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,1,bivalves,0.0182,0,NA
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,1,crabs,0.0182,0,NA
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,1,gastropods,0.0182,0,NA
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,1,isopods,0.0182,0,0
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,1,shrimp,0.0182,0,NA
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,1,worms,0.0182,0,0
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,2,amphipods,0.0182,0,0.0769
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,2,bivalves,0.0182,55,NA
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,2,crabs,0.0182,0,NA
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,2,gastropods,0.0182,1264,NA
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,2,isopods,0.0182,0,0
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,2,shrimp,0.0182,110,NA
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,2,worms,0.0182,0,0
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,3,amphipods,0.0182,55,0.4066
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,3,bivalves,0.0182,275,NA
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,3,crabs,0.0182,0,NA
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,3,gastropods,0.0182,1044,NA
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,3,isopods,0.0182,0,0
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,3,shrimp,0.0182,55,NA
2019,hog,infauna,hi31,37.412717,-75.73141,transect,core,3,worms,0.0182,NA,NA
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,1,amphipods,0.0182,220,0.1703
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,1,bivalves,0.0182,0,NA
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,1,crabs,0.0182,0,NA
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,1,gastropods,0.0182,495,NA
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,1,isopods,0.0182,0,0
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,1,shrimp,0.0182,0,NA
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,1,worms,0.0182,549,1.7253
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,2,amphipods,0.0182,165,0.2198
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,2,bivalves,0.0182,110,NA
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,2,crabs,0.0182,0,NA
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,2,gastropods,0.0182,220,NA
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,2,isopods,0.0182,0,0
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,2,shrimp,0.0182,0,NA
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,2,worms,0.0182,385,0.478
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,3,amphipods,0.0182,220,0.2253
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,3,bivalves,0.0182,165,NA
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,3,crabs,0.0182,0,NA
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,3,gastropods,0.0182,220,NA
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,3,isopods,0.0182,0,0
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,3,shrimp,0.0182,55,NA
2019,hog,infauna,hi55,37.41505,-75.733127,transect,core,3,worms,0.0182,110,0.1099
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,1,amphipods,0.0182,55,0.0549
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,1,bivalves,0.0182,55,NA
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,1,crabs,0.0182,0,NA
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,1,gastropods,0.0182,110,NA
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,1,isopods,0.0182,0,0
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,1,shrimp,0.0182,0,NA
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,1,worms,0.0182,879,1.6758
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,2,amphipods,0.0182,110,0.3736
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,2,bivalves,0.0182,220,NA
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,2,crabs,0.0182,0,NA
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,2,gastropods,0.0182,55,NA
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,2,isopods,0.0182,0,0
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,2,shrimp,0.0182,0,NA
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,2,worms,0.0182,440,1.3736
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,3,amphipods,0.0182,0,0
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,3,bivalves,0.0182,0,NA
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,3,crabs,0.0182,0,NA
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,3,gastropods,0.0182,0,NA
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,3,isopods,0.0182,0,0
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,3,shrimp,0.0182,0,NA
2019,hog,infauna,hi65,37.415154,-75.716178,transect,core,3,worms,0.0182,0,0
2019,hog,infauna,hi67,37.415174,-75.712788,transect,core,1,amphipods,0.0182,55,0.022
2019,hog,infauna,hi67,37.415174,-75.712788,transect,core,1,bivalves,0.0182,165,NA
2019,hog,infauna,hi67,37.415174,-75.712788,transect,core,1,crabs,0.0182,0,NA
2019,hog,infauna,hi67,37.415174,-75.712788,transect,core,1,gastropods,0.0182,165,NA
2019,hog,infauna,hi67,37.415174,-75.712788,transect,core,1,isopods,0.0182,0,0
2019,hog,infauna,hi67,37.415174,-75.712788,transect,core,1,shrimp,0.0182,0,NA
2019,hog,infauna,hi67,37.415174,-75.712788,transect,core,1,worms,0.0182,440,1.8516
2019,hog,infauna,hi67,37.415174,-75.712788,transect,core,2,amphipods,0.0182,0,0
2019,hog,infauna,hi67,37.415174,-75.712788,transect,core,2,bivalves,0.0182,275,NA
2019,hog,infauna,hi67,37.415174,-75.712788,transect,core,2,crabs,0.0182,0,NA
2019,hog,infauna,hi67,37.415174,-75.712788,transect,core,2,gastropods,0.0182,55,NA
2019,hog,infauna,hi67,37.415174,-75.712788,transect,core,2,isopods,0.0182,0,0
2019,hog,infauna,hi67,37.415174,-75.712788,transect,core,2,shrimp,0.0182,0,NA
2019,hog,infauna,hi67,37.415174,-75.712788,transect,core,2,worms,0.0182,1209,4.8407
2019,hog,infauna,hi67,37.415174,-75.712788,transect,core,3,amphipods,0.0182,0,0
2019,hog,infauna,hi67,37.415174,-75.712788,transect,core,3,bivalves,0.0182,55,NA
2019,hog,infauna,hi67,37.415174,-75.712788,transect,core,3,crabs,0.0182,0,NA
